Month,WaterMonth,Flow_mean,Flow_min,Flow_max,Energy_max,Energy_min,Energy_mean,Power_max,Power_min,Power_mean,EFlowProportion_mean,GenerationProportion_mean,BypassProportion_mean,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor_mean,SpecificEnergy_mean
1,4,265.3,131.2,498.4,66580,6273,31480,89.49,8.431,42.31,0.31,0.69,0.31,0.012,0.0065,0,0.23,42.7
2,5,507.8,185.9,1150,118100,5609,57380,175.7,8.346,84.73,0.21,0.79,0.21,0,0.027,0,0.47,45.5
3,6,931.6,300.1,2008,142100,31700,99520,191,42.6,133.8,0.16,0.78,0.22,0,0,0,0.74,42.3
4,7,1179,277.7,2398,138600,24550,106100,192.5,34.09,147.3,0.15,0.74,0.26,0,0,0,0.82,38.2
5,8,910.5,187.7,1788,139500,1927,92700,187.5,2.59,124.6,0.24,0.71,0.29,0.022,0.012,0,0.69,38.2
6,9,523.4,140.1,934,107700,0,58170,149.6,0,80.8,0.31,0.69,0.31,0.044,0.029,0,0.45,39.7
7,10,348.3,114.9,583.1,62100,0,34030,83.47,0,45.74,0.41,0.58,0.42,0.072,0.092,0,0.25,32.7
8,11,242.6,87.94,388.8,37920,0,19100,50.96,0,25.68,0.49,0.5,0.5,0.13,0.22,0,0.14,24.7
9,12,168.3,58.03,271.3,24700,0,12360,34.3,0,17.17,0.53,0.43,0.57,0.25,0.079,0,0.095,24.1
10,1,133.1,45.26,205.6,19990,0,9927,26.87,0,13.34,0.48,0.45,0.55,0.24,0.14,0,0.074,23.4
11,2,147.6,72.01,208.2,22860,0,13530,31.76,0,18.79,0.38,0.58,0.42,0.11,0.13,0,0.1,31.9
12,3,186.7,107.5,255.5,32770,0,20810,44.04,0,27.97,0.33,0.66,0.34,0.029,0.034,0,0.16,39.9
