Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,4590,192,143000,25.6,1100,25.4,0.937,1.87,0.7,0.88,1,50.3,1
0.01,4120,188,135000,25.6,1100,25.4,0.936,1.87,0.541,0.874,0.754,49.9,0.905
0.02,3580,183,133000,25.6,1100,25.4,0.936,1.87,0.488,0.87,0.728,49.7,0.657
0.03,3240,181,132000,25.6,1100,25.4,0.935,1.87,0.472,0.87,0.692,49.6,0.43
0.04,3130,179,132000,25.6,1100,25.4,0.935,1.87,0.46,0.86,0.67,49.4,0.347
0.05,2940,178,131000,25.5,1100,25.4,0.935,1.87,0.451,0.86,0.65,49.1,0.26
0.06,2840,178,130000,25.5,1100,25.4,0.935,1.87,0.45,0.85,0.64,48.5,0.229
0.07,2650,177,129000,25.5,1100,25.4,0.935,1.87,0.45,0.85,0.62,48.4,0.167
0.08,2590,176,128000,25.5,1100,25.4,0.934,1.87,0.45,0.85,0.603,48.2,0.141
0.09,2420,174,126000,25.5,1100,25.4,0.934,1.87,0.44,0.84,0.58,47.9,0.0875
0.1,2320,172,124000,25.5,1100,25.4,0.934,1.87,0.44,0.84,0.571,47.8,0
0.11,2200,171,123000,25.5,1100,25.4,0.934,1.87,0.44,0.83,0.55,47.7,0
0.12,2040,170,122000,25.5,1100,25.3,0.934,1.87,0.44,0.83,0.538,47.4,0
0.13,1890,169,121000,25.5,1100,25.3,0.934,1.86,0.43,0.82,0.503,47.2,0
0.14,1820,166,120000,25.5,1100,25.3,0.934,1.85,0.43,0.82,0.48,47.1,0
0.15,1760,164,119000,25.5,1100,25.3,0.933,1.84,0.43,0.82,0.47,47,0
0.16,1700,163,118000,25.5,1100,25.3,0.933,1.82,0.42,0.81,0.46,46.8,0
0.17,1640,160,117000,25.5,1090,25.3,0.933,1.75,0.42,0.8,0.46,46.6,0
0.18,1580,160,116000,25.5,1070,25.2,0.933,1.72,0.41,0.794,0.45,46.2,0
0.19,1500,159,115000,25.5,1060,25.2,0.932,1.68,0.41,0.79,0.45,46,0
0.2,1420,155,114000,25.4,1040,25.2,0.932,1.63,0.4,0.78,0.45,45.8,0
0.21,1320,153,112000,25.4,1010,25.2,0.932,1.57,0.396,0.78,0.44,45.6,0
0.22,1280,150,110000,25.4,987,25.2,0.932,1.5,0.39,0.78,0.44,45.3,0
0.23,1260,149,108000,25.4,971,25.1,0.931,1.43,0.39,0.774,0.44,45.1,0
0.24,1230,148,107000,25.4,944,25.1,0.931,1.4,0.38,0.77,0.44,44.9,0
0.25,1140,146,105000,25.4,909,25.1,0.931,1.33,0.38,0.762,0.44,44.7,0
0.26,1110,145,104000,25.3,870,25.1,0.93,1.24,0.38,0.76,0.43,44.6,0
