Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,3050,192,138000,25.6,1100,25.5,0.937,1.87,0.91,0.88,1,50.1,1
0.01,2470,185,136000,25.6,1100,25.4,0.936,1.87,0.758,0.874,1,49.8,1
0.02,2200,183,135000,25.6,1100,25.4,0.936,1.87,0.658,0.87,0.982,49.6,1
0.03,1970,182,134000,25.6,1100,25.4,0.936,1.87,0.6,0.87,0.814,49.4,1
0.04,1890,180,133000,25.6,1100,25.4,0.935,1.87,0.573,0.86,0.653,49.1,0.942
0.05,1780,179,132000,25.6,1100,25.4,0.935,1.87,0.53,0.86,0.6,48.9,0.616
0.06,1720,178,131000,25.5,1100,25.4,0.935,1.86,0.49,0.85,0.565,48.7,0.524
0.07,1660,176,129000,25.5,1100,25.4,0.935,1.83,0.479,0.84,0.53,48.6,0.444
0.08,1530,174,128000,25.5,1080,25.4,0.934,1.76,0.46,0.84,0.503,48.3,0.276
0.09,1470,173,126000,25.5,1070,25.4,0.934,1.69,0.457,0.83,0.49,48.1,0.231
0.1,1360,170,125000,25.5,1020,25.4,0.934,1.58,0.45,0.83,0.48,47.7,0.226
0.11,1290,168,123000,25.5,997,25.4,0.934,1.5,0.44,0.83,0.46,47.7,0.194
0.12,1250,166,121000,25.5,980,25.4,0.934,1.44,0.44,0.83,0.459,47.5,0.133
0.13,1180,164,118000,25.5,946,25.4,0.933,1.39,0.44,0.82,0.45,47.2,0.0777
0.14,1100,161,116000,25.5,904,25.4,0.933,1.29,0.43,0.82,0.447,47.1,0
0.15,1010,159,115000,25.5,864,25.4,0.933,1.14,0.43,0.82,0.44,46.8,0
0.16,974,155,113000,25.5,823,25.4,0.933,1.07,0.43,0.81,0.44,46.8,0
0.17,948,153,110000,25.5,803,25.4,0.933,1.04,0.42,0.81,0.44,46.6,0
0.18,940,151,109000,25.5,785,25.3,0.933,1.03,0.42,0.81,0.43,46.4,0
0.19,903,145,102000,25.5,763,25.3,0.933,1,0.418,0.8,0.43,46.3,0
0.2,865,143,100000,25.5,726,25.3,0.932,0.924,0.41,0.8,0.43,46.2,0
0.21,842,139,99100,25.5,705,25.3,0.932,0.877,0.406,0.796,0.42,46,0
0.22,830,136,96700,25.5,685,25.3,0.932,0.849,0.4,0.79,0.42,45.6,0
0.23,795,130,96400,25.5,648,25.3,0.932,0.791,0.4,0.79,0.42,45.4,0
0.24,750,128,88800,25.5,629,25.3,0.931,0.763,0.39,0.78,0.41,45.2,0
0.25,725,119,87900,25.5,585,25.3,0.931,0.71,0.39,0.78,0.41,45.1,0
0.26,687,116,83100,25.5,562,25.3,0.931,0.683,0.39,0.78,0.4,45,0
0.27,662,114,81500,25.5,555,25.3,0.93,0.673,0.38,0.78,0.4,44.8,0
0.28,647,109,78100,25.5,528,25.3,0.929,0.638,0.38,0.77,0.4,44.7,0
0.29,623,105,76000,25.5,497,25.3,0.929,0.6,0.37,0.77,0.39,44.6,0
0.3,609,98.4,72200,25.5,471,25.3,0.929,0.566,0.37,0.763,0.39,44.4,0
0.31,580,95.5,68000,25.5,455,25.2,0.928,0.538,0.36,0.76,0.39,44.3,0
0.32,564,93.4,65800,25.4,441,25.2,0.928,0.527,0.36,0.76,0.38,44.2,0
0.33,548,89.6,64300,25.4,424,25.2,0.927,0.517,0.35,0.75,0.38,44,0
0.34,538,87.8,63200,25.4,413,25.1,0.926,0.503,0.35,0.749,0.38,43.8,0
0.35,532,85.9,61100,25.4,403,25.1,0.925,0.473,0.35,0.74,0.37,43.6,0
0.36,517,82.3,58000,25.3,389,25.1,0.925,0.464,0.348,0.74,0.37,43.4,0
0.37,503,79.5,57500,25.3,369,25,0.925,0.448,0.34,0.73,0.36,43.2,0
0.38,485,77.1,56900,25.3,359,25,0.924,0.438,0.34,0.72,0.36,43.1,0
