date,waterYear,waterMonth,energy
1993-01-01,1992,4,539.4019142018154
1993-01-02,1992,4,556.6629302143424
1993-01-03,1992,4,573.9666669105367
1993-01-04,1992,4,604.040397748029
1993-01-05,1992,4,631.1268619401507
1993-01-06,1992,4,658.3375442967487
1993-01-07,1992,4,666.4066230999784
1993-01-08,1992,4,671.243905500774
1993-01-09,1992,4,694.1997575885392
1993-01-10,1992,4,716.7302397923452
1993-01-11,1992,4,733.1942038947856
1993-01-12,1992,4,743.7393554975522
1993-01-13,1992,4,760.2291058346523
1993-01-14,1992,4,794.8545309643148
1993-01-15,1992,4,808.4158002125059
1993-01-16,1992,4,824.7979292115326
1993-01-17,1992,4,844.138774839868
1993-01-18,1992,4,857.5029027794615
1993-01-19,1992,4,893.8490523929128
1993-01-20,1992,4,940.8549198419958
1993-01-21,1992,4,985.1389504941305
1993-01-22,1992,4,1011.0324104171433
1993-01-23,1992,4,1043.0075889833322
1993-01-24,1992,4,1096.3098735089584
1993-01-25,1992,4,1139.3966275951873
1993-01-26,1992,4,1156.8000000000002
1993-01-27,1992,4,1156.8000000000002
1993-01-28,1992,4,1214.4680023338547
1993-01-29,1992,4,1245.1632722053378
1993-01-30,1992,4,1278.8605175114724
1993-01-31,1992,4,1309.6682745152568
1993-02-01,1992,5,1287.6773198361157
1993-02-02,1992,5,1329.4875631701786
1993-02-03,1992,5,1379.1550566808646
1993-02-04,1992,5,1425.9402749498367
1993-02-05,1992,5,1478.3985665382054
1993-02-06,1992,5,1536.4665451884568
1993-02-07,1992,5,1607.8307757436328
1993-02-08,1992,5,1681.352013272613
1993-02-09,1992,5,1756.7943593933976
1993-02-10,1992,5,1845.5166637098941
1993-02-11,1992,5,1924.8800157409921
1993-02-12,1992,5,2014.902389641044
1993-02-13,1992,5,2116.419758658999
1993-02-14,1992,5,2212.4394259278124
1993-02-15,1992,5,2313.6000000000004
1993-02-16,1992,5,2313.6000000000004
1993-02-17,1992,5,2481.0190692151364
1993-02-18,1992,5,2593.6279101731925
1993-02-19,1992,5,2714.3776138594367
1993-02-20,1992,5,2836.994062134462
1993-02-21,1992,5,2948.3091718257097
1993-02-22,1992,5,3053.314160745952
1993-02-23,1992,5,3162.597695455225
1993-02-24,1992,5,3277.232805044388
1993-02-25,1992,5,3368.429134215549
1993-02-26,1992,5,3437.7246215436817
1993-02-27,1992,5,3470.4000000000005
1993-02-28,1992,5,3470.4000000000005
1993-03-01,1992,6,3470.4000000000005
1993-03-02,1992,6,3470.4000000000005
1993-03-03,1992,6,3724.4729024277017
1993-03-04,1992,6,3829.1574674287303
1993-03-05,1992,6,3935.1595987638307
1993-03-06,1992,6,4015.7364303946847
1993-03-07,1992,6,4099.697538122951
1993-03-08,1992,6,4183.749102177064
1993-03-09,1992,6,4248.731852152227
1993-03-10,1992,6,4313.924620417092
1993-03-11,1992,6,4379.23056619867
1993-03-12,1992,6,4443.466996798905
1993-03-13,1992,6,4519.606466721419
1993-03-14,1992,6,4589.275506530395
1993-03-15,1992,6,4627.200000000001
1993-03-16,1992,6,4627.200000000001
1993-03-17,1992,6,4627.200000000001
1993-03-18,1992,6,4627.200000000001
1993-03-19,1992,6,4627.200000000001
1993-03-20,1992,6,4607.143644606255
1993-03-21,1992,6,4581.686024118117
1993-03-22,1992,6,4550.716780418056
1993-03-23,1992,6,4518.342401320444
1993-03-24,1992,6,4489.003540525755
1993-03-25,1992,6,4459.380245939994
1993-03-26,1992,6,4430.142302706937
1993-03-27,1992,6,4400.651398076751
1993-03-28,1992,6,4370.9076556256605
1993-03-29,1992,6,4340.7561655555555
1993-03-30,1992,6,4315.066432777336
1993-03-31,1992,6,4289.224005628106
1993-04-01,1992,7,4268.43629711669
1993-04-02,1992,7,4248.620571487221
1993-04-03,1992,7,4234.407716410671
1993-04-04,1992,7,4214.435831052388
1993-04-05,1992,7,4194.383378827623
1993-04-06,1992,7,4174.234001753948
1993-04-07,1992,7,4154.012600567077
1993-04-08,1992,7,4127.885500075421
1993-04-09,1992,7,4101.6195248460535
1993-04-10,1992,7,4080.4276877774614
1993-04-11,1992,7,4056.3087682917103
1993-04-12,1992,7,4027.6213226280847
1993-04-13,1992,7,3998.727526312443
1993-04-14,1992,7,3969.633946147921
1993-04-15,1992,7,3940.353232286315
1993-04-16,1992,7,3918.390931811281
1993-04-17,1992,7,3901.034246773286
1993-04-18,1992,7,3883.6296255353254
1993-04-19,1992,7,3871.168379186483
1993-04-20,1992,7,3858.690149769879
1993-04-21,1992,7,3851.1932295339166
1993-04-22,1992,7,3843.6799049650817
1993-04-23,1992,7,3841.1784397180973
1993-04-24,1992,7,3838.6707429028534
1993-04-25,1992,7,3841.1784397180973
1993-04-26,1992,7,3843.6799049650817
1993-04-27,1992,7,3846.1883739506693
1993-04-28,1992,7,3853.68961214275
1993-04-29,1992,7,3861.187681640697
1993-04-30,1992,7,3868.675946088305
1993-05-01,1992,8,3881.141921606605
1993-05-02,1992,8,3893.5775946082513
1993-05-03,1992,8,3905.9961660440686
1993-05-04,1992,8,3918.390931811281
1993-05-05,1992,8,3935.6994826285054
1993-05-06,1992,8,3956.146786943813
1993-05-07,1992,8,3976.3638968138584
1993-05-08,1992,8,4000.9559964064238
1993-05-09,1992,8,4025.403657249699
1993-05-10,1992,8,4049.7066023944126
1993-05-11,1992,8,4073.864556690083
1993-05-12,1992,8,4098.6966917546415
1993-05-13,1992,8,4130.7940526033
1993-05-14,1992,8,4162.687053214071
1993-05-15,1992,8,4194.383378827623
