Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,3540,190,141000,25.6,1100,25.4,0.938,1.87,0.81,0.89,1,50.1,2
0.01,2980,186,137000,25.6,1100,25.4,0.936,1.87,0.676,0.874,0.953,49.9,1.9
0.02,2680,184,134000,25.6,1100,25.4,0.936,1.87,0.571,0.87,0.715,49.7,1.33
0.03,2440,182,133000,25.6,1100,25.4,0.936,1.87,0.52,0.862,0.64,49.5,0.71
0.04,2310,179,132000,25.6,1100,25.4,0.935,1.87,0.48,0.86,0.6,49.4,0.576
0.05,2190,178,131000,25.6,1100,25.4,0.935,1.87,0.461,0.86,0.581,49.3,0.323
0.06,2070,176,129000,25.5,1100,25.4,0.935,1.87,0.46,0.855,0.55,49.1,0.278
0.07,2030,175,129000,25.5,1100,25.4,0.935,1.87,0.459,0.85,0.53,48.7,0.232
0.08,1970,173,128000,25.5,1100,25.4,0.935,1.87,0.45,0.85,0.52,48.5,0.052
0.09,1870,172,127000,25.5,1100,25.4,0.935,1.86,0.44,0.84,0.5,48.4,0.0323
0.1,1810,171,125000,25.5,1100,25.4,0.934,1.86,0.44,0.84,0.481,48.1,0.00323
0.11,1630,170,124000,25.5,1090,25.4,0.934,1.81,0.44,0.83,0.47,47.9,0
0.12,1540,169,122000,25.5,1080,25.4,0.934,1.72,0.43,0.83,0.469,47.5,0
0.13,1450,166,122000,25.5,1050,25.4,0.934,1.67,0.43,0.823,0.46,47.4,0
0.14,1360,166,120000,25.5,1030,25.4,0.934,1.59,0.43,0.82,0.46,47.2,0
0.15,1330,163,119000,25.5,1000,25.3,0.934,1.49,0.43,0.81,0.45,47.1,0
0.16,1290,162,117000,25.5,976,25.3,0.933,1.46,0.43,0.81,0.44,46.9,0
0.17,1200,160,116000,25.5,959,25.3,0.933,1.43,0.42,0.81,0.44,46.8,0
0.18,1140,158,114000,25.5,950,25.3,0.933,1.4,0.42,0.8,0.44,46.6,0
0.19,1110,156,112000,25.5,901,25.3,0.933,1.3,0.41,0.8,0.44,46.4,0
0.2,1060,154,111000,25.5,856,25.3,0.933,1.2,0.402,0.8,0.44,46.1,0
0.21,1030,153,109000,25.5,838,25.2,0.932,1.11,0.4,0.796,0.43,45.8,0
0.22,1010,151,108000,25.5,813,25.2,0.932,1.09,0.4,0.79,0.43,45.6,0
0.23,983,151,106000,25.5,802,25.2,0.931,1.06,0.39,0.79,0.43,45.5,0
0.24,962,146,105000,25.4,790,25.2,0.931,1.04,0.39,0.78,0.43,45.4,0
0.25,889,142,103000,25.4,749,25.2,0.93,0.962,0.39,0.78,0.43,45.2,0
